,Clinic_Name,Clinic_Street_Address,Clinic_City,Clinic_State,Clinic_Zip,County,Broken_Vial_Syringe,Vaccine_Drawn_But_Not_Administer,Lost_Or_Unaccounted_For_Vaccine,Open_Vial_But_Not_Administered,Other,Spoilage,Georeferenced Latitude & Longitude
173,Keystone Womens Care,830 5th Avenue,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,2,0,0,POINT (-77.644983 39.945106)
174,Uniontown Hospital,500 West Berkeley Street,Uniontown,Pennsylvania,15401,Fayette,5,0,0,267,0,1607,POINT (-79.737546 39.901938)
175,WellSpan Family Medicine Chanceford,10 Muddy Creek Forks Road,Brogue,Pennsylvania,17309,York,0,0,0,0,226,0,POINT (-76.4848 39.871314)
176,GIANT PHARMACY-6517,168 N FLOWERS MILL ROAD,LANGHORNE,PA,19047,Bucks,0,0,0,88,1086,594,POINT (-74.907509 40.181649)
177,UPMC-SH Fam Med McElhattan,1 Outlet Lane,Lock Haven,Pennsylvania,17745,Clinton,0,0,0,0,1118,0,POINT (-77.356405 41.152833)
178,Giant Pharmacy-6279,277 Hershey Road,Hummelstown,Pennsylvania,17036,Dauphin,0,0,0,14,446,0,POINT (-76.698205 40.311637)
179,Select Specialty Hospital-McKeesport,6 CRAWFORD VLG 1500 FIFTH AVENUE,Mc Keesport,Pennsylvania,15132,Allegheny,0,0,0,2,2,0,
180,GIANT PHARMACY-6336,3926 LINDEN STREET,BETHLEHEM,PA,18020,Northampton,29,0,0,62,2281,75,POINT (-75.344906 40.674166)
181,Fresenius Kidney Care-Lansdale,120 Medical Campus Drive,Lansdale,Pennsylvania,19446,Montgomery,0,0,0,2,0,0,POINT (-75.271313 40.251075)
182,WellSpan Internal Medicine New Holland,435 S Kinzer Avenue,New Holland,Pennsylvania,17557,Lancaster,6,0,0,0,121,12,POINT (-76.073006 40.097895)
183,Pharmacy Innovations,2936 W 17th Street,Erie,Pennsylvania,16505,Erie,0,0,0,0,21,0,POINT (-80.144485 42.095266)
184,Tower Health-Reading Hospital,420 S 5th Avenue,Reading,Pennsylvania,19611,Berks,0,0,0,45,671,160,POINT (-75.948059 40.329863)
185,Reinhardt Family Practice PC,1701 12th Ave Bldg G,Altoona,Pennsylvania,16601,Blair,0,0,0,42,183,0,POINT (-78.408041 40.512811)
186,Stephens Pharmacy,1101 Main Street,Honesdale,Pennsylvania,18431,Wayne,0,0,0,368,3,0,POINT (-75.257393 41.575658)
187,Select Spec Hosp Central PA,503 N 21st street 5th floor,Camp Hill,Pennsylvania,17011,Cumberland,0,0,0,0,36,0,POINT (-76.923876 40.252521)
188,Giant Eagle Pharmacy-2424,1300 Country Club Road,Monongahela,Pennsylvania,15063,Washington,0,0,0,0,6,0,POINT (-79.916074 40.171721)
189,Elco Family Health Center,6 Perri Avenue,Myerstown,Pennsylvania,17067,Lebanon,0,0,0,0,129,0,POINT (-76.273564 40.329002)
190,Wayne County SHC,615 Erie Heights,Honesdale,Pennsylvania,18431,Wayne,0,0,0,15,0,0,POINT (-75.253444 41.550771)
191,Altoona Arthritis and Osteoporosis Cntr,175 Meadowbrook Lane,Duncansville,Pennsylvania,16635,Blair,0,0,0,0,49,0,POINT (-78.417164 40.435193)
192,Pennridge Pediatric Associates,711 Lawn Avenue Bldg 2,Sellersville,Pennsylvania,18960,Bucks,0,0,4,231,301,1960,POINT (-75.324138 40.362548)
193,WellSpan Family Medicine- Waynesboro,601 East Main Street 1st Floor,Waynesboro,Pennsylvania,17268,Franklin,0,0,0,0,10,0,POINT (-77.56815 39.75089)
194,Linesville Pharmacy,123 West Erie Street,Linesville,Pennsylvania,16424,Crawford,0,0,0,0,2,0,POINT (-80.422662 41.656234)
195,GIANT PHARMACY-6065,1360 COLUMBIA AVENUE,LANCASTER,PA,17603,Lancaster,1,0,0,891,575,0,POINT (-76.340701 40.038209)
196,GIANT PHARMACY-6255,801 SOUTH 25TH STREET,EASTON,PA,18045,Northampton,0,0,0,17,1912,0,POINT (-75.24666 40.677356)
197,SCI-Muncy,6454 Route 405 HWY,Muncy,Pennsylvania,17756,Lycoming,0,0,0,1,16,6,POINT (-76.817133 41.200643)
198,SLPG Star Community Hlth Fam Pract Si,450 Chew Street,Allentown,Pennsylvania,18102,Lehigh,0,0,0,0,6,0,POINT (-75.469421 40.607597)
199,AHN-WEST PENN HOSPITAL,PHARMACY DEPARTMENT 4800 FRIENDSHIP AVENUE,PITTSBURGH,PENNSYLVANIA,15224,Allegheny,2,1,0,515,17,210,
200,FPC-Lewisberry Red Cedar Fam Prac Center,689 Yorktown Rd,Lewisberry,Pennsylvania,17339,York,0,0,0,0,6,0,POINT (-76.828775 40.164674)
201,PAM Specialty Hospital of Wilkes-Barre,575 North River Street 7th floor,Wilkes Barre,Pennsylvania,18764,Luzerne,0,0,0,10,0,0,POINT (-75.868165 41.258261)
202,Tioga County SHC,44 Plaza Lane,Wellsboro,Pennsylvania,16901,Tioga,0,0,0,19,0,0,POINT (-77.282076 41.744872)
203,Allegheny Cnty Hlth Dept-Immunization Cl,425 1st Avenue,Pittsburgh,Pennsylvania,15219,Allegheny,22,12,0,503,730,636,POINT (-79.9995 40.436835)
204,Geisinger Encompass Hth Ltd Liab,64 Rehab Lane,Danville,Pennsylvania,17821,Montour,0,0,0,8,1,0,POINT (-76.600898 40.9706)
205,LGHP-Roseville Pediatrics-CityGate,1570 Fruitville Pike 1st Floor,Lancaster,Pennsylvania,17601,Lancaster,0,0,0,23,88,0,POINT (-76.314722 40.064649)
206,AHN-AC IM Primary Care Northside,490 E. North Avenue Allegheny Professional Building,Pittsburgh,Pennsylvania,15212,Allegheny,0,0,0,0,166,18,POINT (-80.001733 40.456392)
207,Wellspan Pediatrics-Dover,4020 Carlisle Rd,Dover,Pennsylvania,17315,York,0,0,0,0,36,0,POINT (-76.842795 39.993552)
208,Tyrone Hospital,187 Hospital Drive,Tyrone,Pennsylvania,16686,Blair,0,0,0,30,1,10,POINT (-78.252302 40.674843)
209,LVPG Family Medicine Trexlertown,6900 Hamilton Blvd PO Box 127,Trexlertown,Pennsylvania,18087,Lehigh,0,0,0,3,0,0,POINT (-75.594111 40.551734)
210,LVPG Fam Medi East Stroudsbrg,179 Independence Rd,East Stroudsburg,Pennsylvania,18301,Monroe,0,0,0,0,100,0,POINT (-75.161812 41.008072)
211,Dauphin County SHC,30 Kline Plaza,Harrisburg,Pennsylvania,17104,Dauphin,1,0,0,398,126,2688,
212,Geisinger Sys Svcs Pharm Distrib Ctr,212 Industrial Park Road,Elysburg,Pennsylvania,17824,Northumberland,0,0,0,1930,35,0,POINT (-76.569434 40.852282)
213,FPC Middleburg Fam Prac Cntr,1 Dock Hill Road,Middleburg,Pennsylvania,17842,Snyder,0,0,0,3,0,0,POINT (-77.031795 40.789558)
214,GIANT PHARMACY-6453,330 MARKETPLACE BOULEVARD,SELINSGROVE,PA,17870,Snyder,0,0,0,0,1204,0,POINT (-76.834846 40.841273)
215,WellSpan OB GYN-S Queen Street,2050 S Queen St,York,Pennsylvania,17403,York,0,0,0,18,146,0,POINT (-76.694325 39.938906)
216,Penn State  Milton S Hershey Med Ctr,500 University Drive,Hershey,Pennsylvania,17033,Dauphin,11,0,0,56,123,12,POINT (-76.674557 40.265932)
217,Impact Health,489 Shoemaker Road,King of Prussia,Pennsylvania,19406,Montgomery,0,33,0,171,27,558,POINT (-75.353077 40.082452)
218,VDI-Duncansville Pharmacy Inc,1328 Third Ave PO Box 126,Duncansville,Pennsylvania,16635,Blair,0,0,0,1920,100,926,
219,Chambersburg Hospital (Wellspan Summit),112 N. 7th Street,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,0,11,0,POINT (-77.647451 39.934915)
220,Apple Ridge Family Medicine,1311 Biglerville Rd,Gettysburg,Pennsylvania,17325,Adams,0,0,0,191,952,0,POINT (-77.237265 39.860648)
221,St Marys Pharmacy,4 Railroad Street,Saint Marys,Pennsylvania,15857,Elk,0,0,0,0,615,476,POINT (-78.560966 41.427725)
222,Wellspan Family Medicine South Queen Street,2471 S Queen St,York,Pennsylvania,17402,York,0,0,0,0,26,0,POINT (-76.683591 39.914637)
223,Centre County SHC,246 West Hamilton Avenue,State College,Pennsylvania,16801,Centre,0,0,0,10,0,0,POINT (-77.857057 40.787572)
224,LGHP-Roseville Pediatrics-CityGate,1570 Fruitville Pike 1st Floor CityGate Corporate Center,Lancaster,Pennsylvania,17601,Lancaster,0,0,0,23,88,0,
225,Anuva Health by Cerner,51 Valley Stream Pkwy 1st Fl,Malvern,Pennsylvania,19355,Chester,0,0,0,0,8,0,POINT (-75.523725 40.058302)
226,The Medicine Center,2209 Macdade Blvd,Holmes,Pennsylvania,19043,Delaware,0,0,0,426,99,213,POINT (-75.309608 39.897936)
227,WellSpan Internal Med Waynesboro,601 East Main Street Waynesboro Medical Office Building,Waynesboro,Pennsylvania,17268,Franklin,0,0,0,98,234,90,POINT (-77.56815 39.75089)
228,AHOLD USA-GIANT PHARMACY-6504,300 Lincoln Avenue,East Stroudsburg,PA,18301,Monroe,0,6,0,8,1441,421,POINT (-75.183418 40.992021)
229,UPMC-Kane Community Hospital,4372 Rt 6,Kane,Pennsylvania,16735,McKean,0,0,0,5,53,204,POINT (-78.731025 41.673401)
230,Erie County Health Department,606 West 2nd Street,Erie,Pennsylvania,16507,Erie,0,0,0,2871,56,1680,POINT (-80.101478 42.128291)
231,AHN-AC Crafton Medical Associates,1 Walsh Road Crafton-Ingram Shopping Center,Pittsburgh,Pennsylvania,15205,Allegheny,6,0,0,0,77,0,
232,Keystone Urgent Care,111 Chambers Hill Dr,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,4,36,0,
233,UPMC Shadyside FHC Faculty,5215 Centre Avenue,Pittsburgh,Pennsylvania,15232,Allegheny,0,0,0,14,527,417,POINT (-79.940982 40.455196)
234,Penn St Hlth St Joseph Med Ctr,2500 BERNVILLE RD PHARMACY,Reading,Pennsylvania,19605,Berks,1,1,0,57,39,0,POINT (-75.977661 40.376717)
235,Bryce Jordan Center,127 Bryce Jordan Center,University Park,Pennsylvania,16802,Centre,3,0,0,64,41,2999,POINT (-77.855606 40.808632)
236,WMCHC-Highland Phys Fam Hlth Ctr,1839 Fair Avenue,Honesdale,Pennsylvania,18431,Wayne,0,0,0,27,533,70,POINT (-75.262507 41.589442)
237,Tri Cty Hth and Wellness Ctr,507 Kimberton Rd,Phoenixville,Pennsylvania,19460,Chester,0,0,0,110,445,71,POINT (-75.547056 40.129625)
238,Union Medical - Water Street,304 North Water Street,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,0,4,0,POINT (-76.309347 40.042516)
239,UPMC-INT MED ASSOC CRNBRY,20130 PERRY HIGHWAY,CRANBERRY TWP,PA,160665119,Butler,0,0,0,0,5,0,
240,LVPG Family Medicine-Laurys Station,5649 Wynnewood Drive,Laurys Station,Pennsylvania,18059,Lehigh,0,0,0,0,1,0,POINT (-75.535107 40.727653)
241,Jamestown Pharmacy,121 LIberty Street,Jamestown,Pennsylvania,16134,Mercer,0,0,0,0,2,0,POINT (-80.440662 41.484607)
242,Redstone Pharmacy,322 3rd St,California,Pennsylvania,15419,Washington,0,0,0,61,13,0,POINT (-79.890815 40.066569)
243,Advanced Lab Solutions LLC,3729 Easton Nazareth Hwy. LL2,Easton,Pennsylvania,18045,Northampton,0,0,0,0,509,1,POINT (-75.281051 40.710904)
244,Lion Pharmacy,10 West Broadway,Red Lion,Pennsylvania,17356,York,0,0,0,3,3,0,POINT (-76.606147 39.900817)
245,North Penn Comprehensive Hth Srvs,7 Water St,Wellsboro,Pennsylvania,16901,Tioga,0,0,0,8,227,10,POINT (-77.301143 41.749471)
246,Primary Care South,1000 Waterdam Plaza Dr,Mc Murray,Pennsylvania,15317,Washington,0,0,0,132,12,0,POINT (-80.134504 40.263402)
247,LGH-County Line Family Medicine,5360 Lincoln Highway,Gap,Pennsylvania,17527,Lancaster,0,0,1,8,16,0,POINT (-76.017773 39.991633)
248,VDI-First National Pharmacy,143 N First Street,Lehighton,Pennsylvania,18235,Carbon,0,0,3,0,0,0,POINT (-75.708872 40.835285)
249,Wyoming Valley AIDS Council,330 Bowman Street,Wilkes Barre,Pennsylvania,18702,Luzerne,0,0,0,0,186,50,POINT (-75.859123 41.250216)
250,GIANT PHARMACY-6471,86 GLOCKER WAY,POTTSTOWN,PA,19465,Chester,0,1,0,12,1644,0,POINT (-75.657585 40.208874)
251,Stauffers LTC Pharm Nw Holland 2,147 E Main St,New Holland,Pennsylvania,17557,Lancaster,0,0,0,0,233,0,POINT (-76.088204 40.102826)
252,PHN-Greenville Community Health Center,348 Main Street,Greenville,Pennsylvania,16125,Mercer,0,0,0,6,23,0,POINT (-80.378736 41.408391)
253,Integrated Med Grp PC Green Hills,1903 Morgantown Road,Reading,Pennsylvania,19607,Berks,0,0,0,11,346,0,POINT (-75.923714 40.281153)
254,LM JADE INC DBA THE MED SHOPPE #0077,1000 MARKET ST,Bloomsburg,Pennsylvania,17815,Columbia,0,0,0,0,51,0,POINT (-76.451584 40.994416)
255,AHN-AC IM Wexford Medical Practice,Two Landmark North 20397 Route 19,Cranberry Twp,Pennsylvania,16066,Butler,0,0,0,0,5,0,
256,Heritage Valley HS- Sewickley,720 Blackburn Road,Sewickley,Pennsylvania,15143,Allegheny,0,0,0,1,0,0,POINT (-80.178756 40.543523)
257,Waltmire Pharmacy,1435 Spring Garden Ave,Pittsburgh,Pennsylvania,15212,Allegheny,0,0,0,45,1554,811,POINT (-79.986847 40.462784)
258,VDI-Thompson Pharmacy Altoona,602 E CHESTNUT AVE,ALTOONA,PA,16601,Blair,0,0,0,221,1033,0,POINT (-78.387468 40.53123)
259,LGH-COMPREHENSIVE CARE MEDICINE,554 N Duke St Fl 3,Lancaster,Pennsylvania,17602,Lancaster,0,0,0,5,15,0,POINT (-76.30545 40.047623)
260,UPMC Pinnacle Hanover,300 HIGHLAND AVENUE,HANOVER,PENNSYLVANIA,17331,York,0,0,0,13,206,0,POINT (-76.983731 39.807981)
261,EAST NORRITON PHARMACY,215 W GERMANTOWN PIKE,East Norriton,Pennsylvania,19401,Montgomery,0,0,0,0,2891,900,POINT (-75.323482 40.146344)
262,Twr Hth Urgent Cre Plymouth Meetng,580 W Germantown Pike,Plymouth Meeting,Pennsylvania,19462,Montgomery,0,0,0,24,46,0,POINT (-75.285893 40.117127)
263,Lepri Rne Inc DBA The Md Shopp 0874,2239 Pittston Ave.,Scranton,Pennsylvania,18505,Lackawanna,0,0,0,0,1066,1,POINT (-75.681293 41.384806)
264,VaxCare-Ware Medical Associates,2901 Dutton Mill Rd,Aston,Pennsylvania,19014,Delaware,0,0,0,170,529,0,POINT (-75.419807 39.857653)
265,Crnerstn Cre Prim Cre Ctr Mt Morris,120 Locust Ave Ext *,Mount Morris,Pennsylvania,15349,Greene,0,0,0,14,109,0,POINT (-80.060817 39.734055)
266,Community Health and Dental Care- Pottstown,351 W Schuylkill Ave,Pottstown,Pennsylvania,19465,Chester,0,0,0,5,0,0,POINT (-75.662171 40.233362)
267,Lehigh Valley Hospital Cedar Crest,1200 S. CEDAR CREST BLVD,Allentown,Pennsylvania,18103,Lehigh,0,0,0,1179,117,1172,POINT (-75.518663 40.566721)
268,ccmh-Charles Cole Memorial Hospital,1001 East Second Street,Coudersport,Pennsylvania,16915,Potter,2,3,0,9,336,155,POINT (-77.979741 41.770667)
269,Curahealth Pittsburgh,7777 Steubenville Pike,Oakdale,Pennsylvania,15071,Allegheny,0,0,0,2,0,0,POINT (-80.209893 40.440138)
270,Wellspan Family Medicine-Crossroads,4131 Oregon Pike,Ephrata,Pennsylvania,17522,Lancaster,0,0,0,9,38,36,POINT (-76.21946 40.129015)
271,Medmart Pharmacy,2618 Memorial Blvd Ste A,Connellsville,Pennsylvania,15425,Fayette,0,0,0,2,99,79,POINT (-79.562241 40.058113)
272,AK Steel Butler Works,1 Armco Drive Attn: Plant Medical,Lyndora,Pennsylvania,16045,Butler,0,0,0,7,211,0,POINT (-79.921488 40.84813)
273,Duquesne Uni-Ctr for Pharm Care,1000 Fifth Avenue Muldoon Building,Pittsburgh,Pennsylvania,15282,Allegheny,0,0,0,33,669,78,POINT (-79.990785 40.438802)
274,Adagio Health-Aliquippa,99 Autumn St,Aliquippa,Pennsylvania,15001,Beaver,0,0,0,450,2882,739,POINT (-80.317248 40.63576)
275,Penn State University UHS Pharmacy,202C Student Health Center Penn State University UHS Pharmacy,University Park,Pennsylvania,16802,Centre,0,0,0,5,97,0,
276,VDI-City Drugs of Curwenville,360 THOMPSON ST,Curwensville,Pennsylvania,16833,Clearfield,0,0,0,117,8,60,POINT (-78.527102 40.975514)
277,Community Health Net,1202 State Street Administration,Erie,Pennsylvania,16501,Erie,0,11,0,134,4,761,POINT (-80.081095 42.123249)
278,FPC Lewisburg Fam Prac Cntr,131 JPM Road Suite A,Lewisburg,Pennsylvania,17837,Union,0,0,0,52,612,40,POINT (-76.891814 40.976035)
279,GIANT PHARMACY-6319,202 CHESTNUT ST,Coplay,Pennsylvania,18037,Lehigh,0,0,0,6,1627,0,POINT (-75.493657 40.673844)
280,FPC-Shamokin Dam Family Practice Center,3057 N Susquehanna Trail PO Box 310,Shamokin Dam,Pennsylvania,17876,Snyder,0,0,0,0,4,0,POINT (-76.821551 40.84706)
281,Bath Rx Inc,310 South Walnut St,Bath,Pennsylvania,18014,Northampton,0,0,0,0,35,0,POINT (-75.392723 40.723163)
282,SLUHN-Upper Bucks Campus,3000 St Lukes Dr,Quakertown,Pennsylvania,18951,Bucks,0,0,0,0,225,0,
283,VDI Moshannon Vlly Phar Philpsbrg,208 Medical Center Drive,Philipsburg,Pennsylvania,16866,Centre,0,0,0,65,0,0,POINT (-78.206865 40.90701)
284,WellSpan York Hospital OB/GYN,1101 Edgar Street,York,Pennsylvania,17403,York,0,0,0,0,58,0,POINT (-76.710832 39.951261)
285,Hampton Pharmacy and Wellness,4678 William Flynn Highway,Allison Park,Pennsylvania,15101,Allegheny,0,0,0,0,1042,0,POINT (-79.947986 40.59239)
286,Childrens Hospital of Philadelphia-Main,34th Street and Civic Center Boulevard,Philadelphia,Pennsylvania,19104,Philadelphia,0,0,0,14,0,108,POINT (-75.192906 39.948669)
287,VDI-ACORx Pharmacy,520 E Main Street,Carnegie,Pennsylvania,15106,Allegheny,0,0,0,8,1,108,POINT (-80.08082 40.411227)
288,LVPG-Coordinated Health Pittston,1120 Oak Street,Pittston,Pennsylvania,18640,Luzerne,0,89,0,129,45,159,POINT (-75.770445 41.307967)
289,FMC-Donora,470 Galiffa Drive,Donora,Pennsylvania,15033,Washington,0,0,0,1,1,0,POINT (-79.855468 40.174057)
290,Wellspan Family Medicine-Spring Grove,430 North Main Street,Spring Grove,Pennsylvania,17362,York,0,0,0,0,8,0,POINT (-76.862402 39.884143)
291,Guthrie Pediatric Center-Sayre,1011 North Elmer Avenue,Sayre,Pennsylvania,18840,Bradford,0,0,0,0,45,0,POINT (-76.528325 41.995984)
292,Squirrel Hill Health Center,4516 Browns Hill Road,Pittsburgh,Pennsylvania,15217,Allegheny,0,0,0,0,0,55,POINT (-79.925819 40.416702)
293,Wellspan Aspers Health Center,2060 Carlisle Road,Aspers,Pennsylvania,17304,Adams,0,0,0,0,236,0,POINT (-77.232765 39.983045)
294,Old Forge Pharmacy,821 S. Main St.,Old Forge,Pennsylvania,18518,Lackawanna,1,0,0,70,167,36,POINT (-75.742459 41.362478)
295,Wellspan York Hosp Comm Hlth Cntr,605 S George St,York,PA,17403,York,0,0,0,0,60,0,POINT (-76.72347 39.954412)
296,Quik Stop Pharm of Barley Statn Inc,3506 E Lincoln Highway,Thorndale,Pennsylvania,19372,Chester,0,0,0,12,1356,0,POINT (-75.752443 39.99494)
297,STATE COLLEGE DIALYSIS,500 SCIENCE PARK RD,State College,Pennsylvania,16803,Centre,0,0,0,1,1,0,POINT (-77.897885 40.780322)
298,Guthrie Clinic Mansfield,63 South Main Street,Mansfield,Pennsylvania,16933,Tioga,0,0,0,0,100,0,POINT (-77.077395 41.805331)
299,Dialysis Clinic Inc-Seven Fields,201 HIGHPOINTE BLVD,Mars,Pennsylvania,16046,Butler,0,0,0,29,0,0,POINT (-80.061318 40.687735)
300,MLHC-Lankenau Medical Center,100 E LANCASTER AVE Inpatient Pharmacy,Wynnewood,Pennsylvania,19096,Montgomery,0,0,0,0,261,0,POINT (-75.265557 39.993575)
301,Clinton County SHC,215 East Church Street,Lock Haven,Pennsylvania,17745,Clinton,0,0,0,10,0,0,POINT (-77.443111 41.135807)
302,Chalfont Pharmacy Inc,1700 Horizon Dr,Chalfont,Pennsylvania,18914,Bucks,0,0,0,8,877,591,POINT (-75.218872 40.261016)
303,UPMC-SH Fam Med Montoursville,900 Plaza Drive,Montoursville,Pennsylvania,17754,Lycoming,0,0,0,74,245,204,POINT (-76.91394 41.246153)
304,Union Community Care,304 North Water Street,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,0,39,30,POINT (-76.309347 40.042516)
305,Fam Phys Assoc Inc New Cumberlnd,1900 Bridge Street,New Cumberland,Pennsylvania,17070,Cumberland,0,0,0,0,40,0,POINT (-76.88463 40.239575)
306,Morris Drug,15 East Centre St,Mahanoy City,Pennsylvania,17948,Schuylkill,0,0,0,433,0,200,POINT (-76.141257 40.812812)
307,Adagio Health-Edinboro,118 E. Plum Street,Edinboro,Pennsylvania,16412,Erie,0,0,0,0,722,367,POINT (-80.129538 41.875503)
308,St. Lukes University Hlth Network-Lehigh,GNADEN HUETTEN HOSPITAL PHARMACY DEP 211 NORTH 12TH STREET,Lehighton,Pennsylvania,18235,Carbon,7,1,0,18,25,0,
309,Ricardo T. Carter M.D.,310 Electric Avenue,Lewistown,Pennsylvania,17044,Mifflin,0,0,0,0,3,0,POINT (-77.567461 40.6163)
310,THE CHESTER COUNTY HOSPITAL,PHARMACY 701 EAST MARSHALL STREET,WEST CHESTER,PENNSYLVANIA,19380,Chester,1,1,1,35,529,4,
311,The Procter And Gamble Paper Prod Comp,5188 Rt 87,Mehoopany,Pennsylvania,18629,Wyoming,0,0,0,4,8,0,
312,Encompass Hlth Rehab Hospital,175 Lancaster Boulevard,Mechanicsburg,Pennsylvania,17055,Cumberland,0,0,0,4,4,0,POINT (-76.97439 40.210368)
313,CHOP Care Network-Drexel Hill,2100 Keystone Avenue,Drexel Hill,Pennsylvania,19026,Delaware,0,0,0,0,836,54,POINT (-75.28396 39.954663)
314,Armstrong Primary Care-West Hills,300 Medical Arts Building,Kittanning,Pennsylvania,16201,Armstrong,0,0,0,4,0,0,
315,Penn Medicine Lancaster General FM Leola,146 East Main Street,Leola,Pennsylvania,17540,Lancaster,0,0,0,0,0,13,POINT (-76.169072 40.090931)
316,Contract Pharmacy Services,125 Titus Avenue,Warrington,Pennsylvania,18976,Bucks,0,0,0,11,52,57,POINT (-75.144695 40.218614)
317,Sheehans Pharmacy,79 E. Carey Street,Plains,Pennsylvania,18705,Luzerne,0,0,0,416,102,444,POINT (-75.847328 41.274402)
318,The Hometown Pharmacy-Beaver,4969 Tuscarawas Road,Beaver,Pennsylvania,15009,Beaver,0,0,0,0,366,0,POINT (-80.405775 40.706052)
319,AHOLD USA-GIANT PHARMACY-6504,136 KLINE VILLAGE,Harrisburg,Pennsylvania,17104,Dauphin,0,6,0,8,1441,421,POINT (-76.840604 40.271531)
320,Encompass Hlth Rehab Hosp Nittany Vge,550 W. College Avenue,Pleasant Gap,Pennsylvania,16823,Centre,0,0,0,1,3,0,POINT (-77.757992 40.860513)
321,FPC-Montoursville Family Practice Center,1500 Broad St,Montoursville,Pennsylvania,17754,Lycoming,0,0,0,1,8,0,POINT (-76.900042 41.246108)
322,Lansdale Rx Pharmacy,1801 N BROAD ST,Lansdale,Pennsylvania,19446,Montgomery,0,0,0,526,5,24,POINT (-75.266835 40.257506)
323,PrimeCare Medical Inc,3940 Locust Lane,Harrisburg,Pennsylvania,17112,Dauphin,0,0,0,0,6,1094,POINT (-76.828947 40.290736)
324,Wellspan Fam Medic 207 Fulton St,207 W Fulton Street,Ephrata,Pennsylvania,17522,Lancaster,0,0,0,0,2,0,POINT (-76.1832 40.180344)
325,Evergreen Pharmacy,1222 Welsh Rd,North Wales,Pennsylvania,19454,Montgomery,0,0,0,104,125,209,POINT (-75.255277 40.224614)
326,FPC-Lykens Family Practice Center,517 South Street,Lykens,Pennsylvania,17048,Dauphin,0,0,0,13,141,0,POINT (-76.70289 40.565154)
327,Hershey Long Term Care Pharmacy,1200 GRUBB STREET,Palmyra,Pennsylvania,17078,Lebanon,4,0,0,163,0,0,POINT (-76.574468 40.301683)
328,MNPG Green Tech Family Medicine,2520 Green Tech Dr,State College,Pennsylvania,16803,Centre,0,0,0,0,13,0,POINT (-77.918776 40.813498)
329,GIANT PHARMACY-6294,1255 CARLISLE ROAD,YORK,PA,17404,York,0,0,0,30,1189,206,POINT (-76.768499 39.964257)
330,Keystone Agric Wkr Prgm Getty,3375 Carlisle Road,Gardners,Pennsylvania,17324,Adams,0,0,0,33,154,0,POINT (-77.203169 40.010113)
331,Lackawanna County Prison Medical,1371 N. Washington Ave.,Scranton,Pennsylvania,18509,Lackawanna,0,0,0,0,12,0,POINT (-75.647634 41.42244)
332,VaxCare-Ultra Care PC,511 Pierce Street,Kingston,Pennsylvania,18704,Luzerne,0,0,0,328,60,502,POINT (-75.883366 41.257403)
333,Abington Jefferson Health,1200 Old York Road,Abington,Pennsylvania,19001,Montgomery,5,0,0,701,130,962,POINT (-75.119351 40.119002)
334,Meadville Medical Center,751 Liberty Street,Meadville,Pennsylvania,16335,Crawford,0,0,0,19,7,6,POINT (-80.146336 41.641788)
335,UPMC CCP BW Squirrel Hill,5608 Wilkins Avenue,Pittsburgh,Pennsylvania,15217,Allegheny,0,0,0,0,63,265,POINT (-79.927286 40.444045)
336,Pediatric Associates of Kingston,451 3rd Avenue Suite 1,Kingston,Pennsylvania,18704,Luzerne,0,0,0,125,320,590,POINT (-75.881787 41.259779)
337,Penn Highlands Brookville,100 Hospital Road,Brookville,Pennsylvania,15825,Jefferson,0,0,0,10,0,0,POINT (-79.092884 41.156473)
338,Genoa Healthcare 00105,214 College Park Plaza,Johnstown,Pennsylvania,15904,Cambria,0,0,0,0,47,0,POINT (-78.848696 40.276688)
