,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,PFIZER_AVAILABLE,MODERNA_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE2,JJ_AVAILABLE,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,PublicPhone,WEBSITE
133,OK Pharmacy Inc,Federal Allocation,,,DONNA,,"122 S Main St, Donna, TX 78537",78537,6/2/2021,0:00:00,0,105,0,21,110,215,21,(956) 464-2200,http://www.okpharmacydonna.com/
134,Gateway Pharmacy,Federal Allocation,,921 E. Fm 1187 Suite A,Crowley,Tarrant,921 FM 1187 E STE A CROWLEY 76036,76036,6/2/2021,18:47:59,0,112,0,112,240,352,112,,
135,Memphis Drug,Federal Allocation,,506 West Noel Street,Memphis,Hall,506 W NOEL ST MEMPHIS 79245,79245,7/26/2021,15:38:10,0,630,0,0,0,630,0,,
136,River Road Pharmacy-,Federal Allocation,,910 River Road Ste 103,Boerne,Kendall,910 RIVER RD STE 103 BOERNE 78006,78006,7/26/2021,17:09:04,0,80,0,0,0,80,0,,
137,Pharm House Drug- TRINITY LLC,Federal Allocation,,485 S. Robb St,Trinity,Trinity,485 S. Robb St,75862,6/23/2021,17:53:03,0,70,0,0,170,240,0,,
138,C&R Pharmacy,Federal Allocation,,512 S WESTGATE DR STE G,Weslaco,Hildago,512 S WESTGATE DR STE G,78596,6/2/2021,0:00:00,0,116,0,0,39,155,0,,
139,MIDKIFF PHARMACY,Federal Allocation,,1111 N MIDKIFF RD STE A,MIDLAND,MIDLAND,1111 N MIDKIFF RD STE A,79701,7/8/2021,17:49:44,0,80,0,0,0,80,0,,
140,Princeton  Pharmacy,Federal Allocation,,100 W Princeton Dr Ste A,Princeton,Collin,100 W PRINCETON DR # A PRINCETON 75407,75407,6/2/2021,0:00:00,0,47,0,10,33,80,10,,
141,Tower Medic Pharmacy,Federal Allocation,,607 West Magnolia,Fort Worth,Tarrant,607 West Magnolia,76104,6/2/2021,0:00:00,0,0,0,0,785,785,0,,
142,Walmart Pharmacy 5764,Federal Allocation,,,Fort Worth,Tarrant,2401 Avondale Haslet Road,76052,6/2/2021,0:00:00,0,91,0,49,0,91,49,,
143,Walmart Pharmacy 5657,Federal Allocation,,,Plano,Collin,3100 Custer Rd,75075,6/2/2021,0:00:00,0,14,0,6,0,14,6,,
144,Walmart Pharmacy 4131,Federal Allocation,,,San Antonio,Bexar,9427 Culebra Rd,78251,6/2/2021,0:00:00,0,147,0,62,59,206,62,,
145,Walmart Pharmacy 286,Federal Allocation,,E Ennis Ave,Ennis,Ellis,700 E Ennis Ave,75119,6/2/2021,0:00:00,0,6,0,0,4,10,0,,
146,Walgreens Pharmacy 15515,Federal Allocation,,Katy Fwy,Houston,Harris,18400 Katy Fwy,77094,7/12/2021,17:52:02,0,60,0,0,20,80,0,,
147,CVS PHARMACY 3234,Federal Allocation,,,Santa Fe,Galveston,13802 Hwy 6,77517,6/2/2021,0:00:00,0,0,0,0,355,355,0,,
148,CVS Pharmacy 17438 ,Federal Allocation,,,Harker Heights,Bell,201 E Central Texas Expy,76548,6/2/2021,0:00:00,663,0,0,0,85,748,0,,
149,CVS Pharmacy 17313,Federal Allocation,,,MISSION ,,2427 E INTERSTATE HIGHWAY 2,78572,6/2/2021,0:00:00,0,158,0,36,22,180,36,,
150,CVS Pharmacy 16057 ,Federal Allocation,,,Amarillo,Randall,8201 I-40 W,79121,6/2/2021,0:00:00,0,0,0,0,193,193,0,,
151,CVS Pharmacy 11091,Federal Allocation,,,Argyle,Denton,111 Fm 407 W,76226,6/2/2021,0:00:00,0,0,0,0,495,495,0,,
152,CVS Pharmacy 10524,Federal Allocation,,,Little Elm,Denton,1177 Us Hwy 380,75068,6/2/2021,0:00:00,0,0,0,0,418,418,0,,
153,COSTCO PHARMACY 693,Federal Allocation,,,,,1201 N LOOP 1604 E SAN ANTONIO 78232,,6/22/2021,8:53:36,0,139,0,0,95,234,0,210-403-4703,http://costco.com/
154,Dyer Drug Store fed,Federal Allocation,,Mckinney Street,Farmersville,Collin,133 Mckinney Street,75442,6/2/2021,0:00:00,0,763,0,467,0,763,467,,
155,ExperienceCare Pharmacy LLC,Federal Allocation,,3730 Kirby Drive Suite 210,Houston,Harris,3730 Kirby Drive Suite 210,77098,7/15/2021,13:54:19,0,0,0,0,5,5,0,,
156,Gibson Pharmacy - Seven Points,Federal Allocation,,205 W Cedar Creek Pkwy,Kemp,Henderson,205 W CEDAR CREEK PKWY STE A-1 SEVEN POINTS 75143,75143,6/2/2021,0:00:00,0,43,0,0,43,86,0,,
157,Gibson Prescription Pharmacy - Athens,Federal Allocation,,Henderson,Henderson ,Athens,600 South Palestine Street,75751,7/26/2021,18:03:19,0,0,0,70,35,35,70,(903) 675-7069,https://www.mygnp.com/pharmacies/gibson-prescription-pharmacy-athens-tx-75751/
158,HEB RX CENTRAL FILL PHARMACISTS,Federal Allocation,,,,,6520 FRATT RD SAN ANTONIO 78218,,6/2/2021,0:00:00,202,0,135,0,0,202,135,210-938-8000,http://www.heb.com/
159,Katy Memorial Pharmacy,Federal Allocation,,23920 Katy Freeway Suite 112,Katy,Fort Bend,23920 Katy Freeway Suite 112,77494,6/2/2021,0:00:00,0,40,0,0,80,120,0,,
160,La Rx ,Federal Allocation,,,Houston,Harris,3744 BROADWAY ST STE C,77017,7/23/2021,16:59:32,0,700,0,700,405,1105,700,,
161,Leonard Pharmacy,Federal Allocation,, W. Collin St, Leonard,Fannin,122 W. Collin St,75452,6/2/2021,0:00:00,0,0,0,0,370,370,0,,
162,Matthewson Drug Co,Federal Allocation,,,Marshall,Harrison,717 S Washington Ave,75670,7/26/2021,17:05:26,0,0,0,0,40,40,0,,
163,"Med Time Pharmacy, Inc",Federal Allocation,,Resler,El Paso,El Paso,641 N Resler Suite 306 And 307,79912,7/26/2021,17:25:27,0,50,0,18,0,50,18,915-584-6337,todd@medtimepharmacy.com
164,Muecke Prescription Shoppe,Federal Allocation,,2808 7th St,Bay City,Matagorda,"2808 7th Street, Bay City, TX, USA",77414,6/2/2021,0:00:00,0,0,0,0,120,120,0,,
165,Oak Hills Pharmacy,Federal Allocation,,7711 Louis Pasteur Drive,San Antonio,Bexar,7711 Louis Pasteur Drive,78229,7/26/2021,17:28:58,426,90,426,90,0,516,516,,
166,OCHOA'S PHARMACY SOUTH,Federal Allocation,V,301 CONQUEST BLVD,Edinburg,Hidalgo,301 CONQUEST BLVD,78539,6/2/2021,0:00:00,785,107,646,88,0,892,734,,
167,P&S REXALL PHARMACY INC,Federal Allocation,,,CORSICANA,NAVARRO,829 N. MAIN ST.,75110,7/23/2021,17:41:43,0,0,0,0,75,75,0,(903) 874-5691,
168,PHARMERICA - AUSTIN 943,Federal Allocation,,1340 AIRPORT COMMERCE DR.,AUSTIN,,1340 AIRPORT COMMERCE DR.,78741,6/2/2021,0:00:00,0,0,0,0,200,200,0,,
169,Pharmerica- Houston,Federal Allocation,,,Houston,,1289 N POST OAK RD STE 130 ,77055,6/2/2021,0:00:00,0,140,0,0,210,350,0,,
170,Pharmerica Weslaco,Federal Allocation,,2202 Sugar Sweet Ave,Weslaco,Hidalgo,"2202 Sugar Sweet Avenue, Weslaco, TX, USA",78599,6/2/2021,0:00:00,0,0,0,0,200,200,0,,
171,Rogers Pharmacy #1,Federal Allocation,,,Victoria,Victoria,4402 North Laurent Street,77901,6/2/2021,0:00:00,0,0,0,0,300,300,0,(361) 578-3521,
172,Sachse Discount Pharmacy,Federal Allocation,,5624 Highway 78,Sachse,Dallas,5624 Highway 78,75048,6/2/2021,17:05:48,103,95,138,94,0,198,232,,
173,Sams Club Pharmacy 4702,Federal Allocation,,155 W El Dorado Blvd,Friendswood,Galveston,,77546,6/2/2021,0:00:00,0,186,0,154,0,186,154,+1 281 286 4517,
174,Sams Club Pharmacy 4712,Federal Allocation,,10488 Old Katy Rd,HOUSTON,Harris,,77043,6/2/2021,0:00:00,0,505,0,363,0,505,363,(479) 273-4000,
175,Sams Club Pharmacy 4721,Federal Allocation,,7950 Cypress Creek Pkwy,Houston,Harris,,77070,6/2/2021,0:00:00,0,364,0,288,0,364,288,(832) 237-8298,
176,Sams Club Pharmacy 4769,Federal Allocation,,5310 S Rice Ave  ,Houston,Harris,,77081,6/2/2021,0:00:00,0,73,0,53,0,73,53,+1832 778 9807,
177,Sams Club Pharmacy 6245,Federal Allocation,,600 W CENTRAL TEXAS EXPY ,HARKER HEIGHTS ,Bell,,76548,6/2/2021,0:00:00,0,515,0,128,40,555,128,(479) 273-4000,
178,Sams Club Pharmacy 6367,Federal Allocation,,9665 FM 1960 BYPASS RD W,HUMBLE ,Harris, ,77338,6/2/2021,0:00:00,0,192,0,152,0,192,152,+1 281 540 7016,
179,Sams Club Pharmacy 8210,Federal Allocation,,600 N Burleson Blvd,Burleson,Tarrant,,76028,6/2/2021,0:00:00,0,378,0,110,72,450,110,+1 817 568 9652,https://www.samsclub.com/club/burleson-tx-sams-club/8210?PHM=aL
180,Sams Club Pharmacy 8245,Federal Allocation,,325 E Richey Rd,Houston,Harris,,77073,6/2/2021,0:00:00,0,418,0,310,0,418,310,+1 281 821 1096,
181,Schulz And Wroten Pharmacy,Federal Allocation,,,Beeville,Bee,122 North Washington St,78102,6/2/2021,0:00:00,0,0,0,0,95,95,0,(361) 358-1150,
182,The Apothecary,Federal Allocation,,,Stafford,Fort Bend,435 Fm 1092,77477,6/2/2021,0:00:00,0,188,0,0,63,251,0,,
183,The Other Guys Pharmacy ,Federal Allocation,,,Weslaco,,"1116 E 8th St #1, Weslaco, TX 78596",78596,6/12/2021,13:08:51,0,390,0,390,140,530,390,(956) 405-3232,https://pharmacyweslaco.com/
184,VALMED PHARMACY SOLUTIONS INC.,Federal Allocation,,,AMARILLO,POTTER,3 CARE CIRCLE,79194,6/2/2021,0:00:00,0,186,0,12,257,443,12,806-350-6337,
185,Walgreens Pharmacy 21320,Federal Allocation,,,,,"909 VETERANS BLVD. Del Rio, TX 78840",,6/2/2021,0:00:00,0,169,0,40,57,226,40,830-290-6015,https://www.walgreens.com/locator/walgreens-909+veterans+blvd.-del+rio-tx-78840/id=21320
186,Walmart Pharmacy 1067,Federal Allocation,,North Texana, Hallettsville,Lavaca,1506 North Texana Hallettsville 77964,77964,6/2/2021,0:00:00,0,7,0,0,3,10,0,,
187,Walmart Pharmacy 228,Federal Allocation,,,Cleburne,Johnson,1616 W Henderson St,76033,6/2/2021,0:00:00,0,45,0,4,65,110,4,,
188,Walmart Pharmacy 2891,Federal Allocation,,Nw Loop,Odessa,Ector,2450 Nw Loop 338,79763,6/2/2021,0:00:00,0,60,0,0,35,95,0,,
189,Walmart Pharmacy 3450,Federal Allocation,,,Killeen,Bell,2900 Clear Creek Road,76549,6/2/2021,0:00:00,0,7,0,3,0,7,3,,
190,Walmart Pharmacy 3826,Federal Allocation,,Marsha Sharp Fwy,Lubbock,Lubbock,1911 Marsha Sharp Fwy,79415,6/2/2021,0:00:00,0,0,0,0,125,125,0,,
191,Walmart Pharmacy 4373,Federal Allocation,,,Wake Village,Bowie,200 Wake Village Rd,75501,6/2/2021,0:00:00,0,79,0,60,10,89,60,,
192,Walmart Pharmacy 452,Federal Allocation,,,Mcallen,,2800 W Nolana Ave,78504,6/2/2021,0:00:00,14,8,9,5,0,22,14,,
193,Walmart Pharmacy 4627,Federal Allocation,, W University Dr,Denton,Denton,2750 W University Dr,76201,6/2/2021,0:00:00,0,0,0,0,183,183,0,,
194,Walmart Pharmacy 527,Federal Allocation,,N Velasco St,Angleton,Brazoria,1801 N Velasco St,77515,6/2/2021,0:00:00,0,214,0,31,205,419,31,,
195,Walmart Pharmacy 5490,Federal Allocation,,,San Antonio,,9005 FM 1560 N ,78254,6/2/2021,0:00:00,98,10,39,4,23,131,43,,
196,Walmart Pharmacy 865,Federal Allocation,,S Interstate 35,New Braunfels,Comal,1209 S Interstate 35,78130,6/2/2021,0:00:00,0,11,0,0,69,80,0,,
197,Walmart Pharmacy 901,Federal Allocation,,,Seguin,Guadalupe,550 S Highway 123 Byp,78155,6/2/2021,0:00:00,0,83,0,10,97,180,10,,
198,WESTEX PHARMACY LLC,Federal Allocation,,,Odessa,Ector,601 East 7th Street,79761,7/24/2021,13:13:41,0,0,0,30,20,20,30,,
199,Platinum Rx North ,Federal Allocation,, Aldine Bender Rd,Harris,Harris,5627 Aldine Bender Rd #7,77071,6/2/2021,0:00:00,0,116,0,0,349,465,0,281 227 1010,
200,Canadian Pharmacy Management,Federal Allocation,,,Canadian ,Hemphill,200 Cheyenne Ave,79014,7/24/2021,11:55:20,0,0,0,0,60,60,0,18063238882,
201,Walmart Pharmacy 3763,Federal Allocation,,12236 Montana Ave,El Paso,El Paso,"12236 Montana Ave, El Paso, TX 79938",79938,6/2/2021,0:00:00,0,364,0,100,0,364,100,(915) 255-4038,
202,COSTCO PHARMACY 636,Federal Allocation,,250 West Highway 67,Duncanville,Dallas,250 West Highway 67,75137,7/26/2021,18:23:02,0,70,0,0,0,70,0,,
203,Rite Away Pharmacy,Federal Allocation,,,San Antonio,Bexar,2235 Thousand Oaks Dr,78232,7/23/2021,6:33:37,288,0,0,0,185,473,0,,
204,Walmart Pharmacy 512,Federal Allocation,,10727 Gateway Blvd W,El Paso,El Paso,"10727 Gateway Blvd W, El Paso, TX 79935",79935,6/2/2021,0:00:00,0,221,0,49,0,221,49,(915) 593-3164,
205,Liberty Drugs LLC,Federal Allocation,,,Georgetown,Williamson,2411 Williams Dr,78628,6/2/2021,0:00:00,0,7,0,0,33,40,0,,
206,Walmart Pharmacy 206,Federal Allocation,,2041 REDBUD BLVD,MCKINNEY,Collin,2041 REDBUD BLVD,75069,6/2/2021,0:00:00,0,0,0,0,472,472,0,,
207,Health One Pharmacy,Federal Allocation,,Main St,The Colony,,3800 Main St Suite# 102,75056,7/26/2021,17:36:30,0,0,0,0,10,10,0,,
208,Walmart Pharmacy 4415,Federal Allocation,,8115 N Loop Dr,El Paso,El Paso,"8115 N Loop Dr, El Paso, TX 79907",79907,6/2/2021,0:00:00,0,73,0,17,0,73,17,(915) 629-0048,
209,Sams Club Pharmacy 8262,Federal Allocation,,12349 N Ih 35,San Antonio,Bexar,12349 N INTERSTATE 35 SAN ANTONIO 78233,78233,6/2/2021,0:00:00,0,41,0,20,0,41,20,,
210,Walmart Pharmacy 6929,Federal Allocation,,6801 W Adams Ave,Temple,Bell,6801 W ADAMS AVE TEMPLE 76502,76502,6/2/2021,0:00:00,0,63,0,41,0,63,41,,
211,Sams Club Pharmacy 6188,Federal Allocation,,10901 Lakeline Mall Dr,Austin,Williamson,10901 LAKELINE MALL DR AUSTIN 78717,78717,6/2/2021,0:00:00,0,100,0,26,0,100,26,,
212,Walmart Pharmacy 880,Federal Allocation,,4100 W Airport Fwy,Irving,Dallas,4100 W Airport Fwy Irving 75062,75062,6/2/2021,0:00:00,0,12,0,4,0,12,4,,
213,Walmart Pharmacy 2688,Federal Allocation,,6801 S Broadway Ave,Tyler,Smith,6801 S BROADWAY AVE TYLER 75703,75703,6/2/2021,0:00:00,0,14,0,6,0,14,6,,
214,CVS PHARMACY 8318,Federal Allocation,,N. Tarrant Pkwy,Keller,Tarrant,4464 N. Tarrant Pkwy,76248,6/2/2021,0:00:00,1030,0,662,0,0,1030,662,,
215,CVS PHARMACY 7108,Federal Allocation,,,SPRING ,,25110 GROGANS MILL RD ,77380,6/2/2021,0:00:00,0,0,0,0,113,113,0,,
216,CVS PHARMACY 6964,Federal Allocation,,, Austin ,,2610 Lake Austin Blvd,78703,6/2/2021,0:00:00,1069,0,806,0,0,1069,806,,
217,CVS PHARMACY 6781,Federal Allocation,,,DALLAS ,,2323 W ILLINOIS AVE ,75224,6/2/2021,0:00:00,409,0,266,0,0,409,266,,
218,CVS PHARMACY 6744,Federal Allocation,,14606 Richmond Ave.,Houston,Harris,14606 Richmond Ave.,77082,6/2/2021,0:00:00,0,0,0,0,332,332,0,,
219,CVS PHARMACY 6736,Federal Allocation,,, Galveston,harris,2326 61st St 77551,77551,6/2/2021,0:00:00,1748,0,1086,0,0,1748,1086,,
220,CVS PHARMACY 6319,Federal Allocation,,,Texas City,,2902 Palmer Hwy ,77590,6/2/2021,0:00:00,632,0,428,0,0,632,428,,
221,CVS PHARMACY 5519,Federal Allocation,,,League City,,1295 E League City Pkwy,77573,6/2/2021,0:00:00,1344,0,990,0,0,1344,990,,
222,CVS PHARMACY 3200,Federal Allocation,,2140 Hedgcoxe Rd.,Plano,Collin,2140 Hedgcoxe Rd Plano 75025,75025,6/2/2021,0:00:00,192,0,124,0,0,192,124,,
223,CVS Pharmacy 16933 ,Federal Allocation,,,TEXARKANA,,102 RICHMOND RANCH RD ,75503,6/2/2021,0:00:00,1554,0,942,0,0,1554,942,,
224,CVS PHARMACY 11210,Federal Allocation,,,Austin ,Travis,2213 Airport Blvd,78722,6/2/2021,0:00:00,0,0,0,0,427,427,0,,
225,CVS Pharmacy 10673,Federal Allocation,,"Sam Rayburn Hwy,",Melissa,Collin,"2600 Sam Rayburn Hwy,",75454,6/2/2021,0:00:00,1087,0,674,0,0,1087,674,,
226,CVS Pharmacy 10581,Federal Allocation,,Eldorado Pkwy.,Frisco,Collin,12740 Eldorado Pkwy.,75035,6/2/2021,0:00:00,132,0,84,0,0,132,84,,
227,CVS PHARMACY 10540,Federal Allocation,,,Fair Oaks Ranch,,9089 Fair Oaks Pkwy ,78015,6/2/2021,0:00:00,0,64,0,52,0,64,52,,
228,CVS PHARMACY 10337,Federal Allocation,,,ELGIN,,1205 HIGHWAY 290 ,78621,6/2/2021,0:00:00,0,246,0,193,0,246,193,,
229,Costco Wholesale 1322,Federal Allocation,,1901 Kelly Ln,Pflugerfille,Travis,1901 Kelly Ln,78660,7/26/2021,18:51:51,0,42,0,0,0,42,0,,
230,(Non Reporting) Heb Pharmacy 415,Federal Allocation,,,,,,,6/2/2021,0:00:00,0,0,0,0,323,323,0,,
231,(Non Reporting) Heb Pharmacy 398,Federal Allocation,,,,,,,6/2/2021,0:00:00,0,0,0,0,258,258,0,,
232,COSTCO PHARMACY 684,Federal Allocation,,Dallas Parkway,Plano,Collin,1701 Dallas Parkway,75093,7/23/2021,18:43:41,0,0,0,98,10,10,98,,
233,Sams Club Pharmacy 4914,Federal Allocation,,2530 Marshall Rd,San Antonio,Bexar,2530 MARSHALL RD SAN ANTONIO 78259,78259,6/2/2021,0:00:00,0,44,0,20,0,44,20,,
234,COSTCO PHARMACY 681,Federal Allocation,,,Austin,Travis,10401 Research Blvd,78759,7/27/2021,8:23:04,0,168,0,0,15,183,0,,
235,COSTCO PHARMACY 1221,Federal Allocation,,,Pearland,,3500 Business Center Drive,77584,7/26/2021,17:45:44,0,21,0,21,0,21,21,(281) 707-7011,
236,COSTCO PHARMACY 1097,Federal Allocation,,,Frisco,,11220 Dallas Parkway,75033,7/26/2021,18:15:32,0,0,0,140,100,100,140,(469) 200-7108,
237,Sams Club Pharmacy 4939,Federal Allocation,,3239 Goliad Rd,San Antonio,Bexar,3239 Goliad Rd,78223,6/2/2021,0:00:00,0,225,0,115,0,225,115,,
238,Sams Club Pharmacy 4905,Federal Allocation,,2850 W University Dr,Denton,Denton,2850 W University Dr,76201,6/2/2021,0:00:00,0,144,0,76,130,274,76,,
239,Sams Club Pharmacy 6244,Federal Allocation,,8351 Anderson Blvd,Fort Worth,Tarrant,8351 Anderson Blvd,76120,6/2/2021,0:00:00,0,212,0,78,0,212,78,,
240,Sams Club Pharmacy 4783,Federal Allocation,,5150 North Garland Ave,Garland,Dallas,5150 North Garland Ave,75040,6/2/2021,0:00:00,0,70,0,32,14,84,32,,
241,Sams Club Pharmacy 4742,Federal Allocation,,4400 Bryant Irvin Rd,Fort Worth,Tarrant,4400 Bryant Irvin Rd,76132,6/2/2021,0:00:00,0,186,0,104,0,186,104,,
242,Walmart Pharmacy 3431,Federal Allocation,,2801 E Interstate 20,Hudson Oaks,Parker,2801 E Interstate 20,76087,6/2/2021,0:00:00,0,48,0,16,75,123,16,,
243,Walmart Pharmacy 6098,Federal Allocation,,,Mcallen,Hidalgo,800 East Nolana Ave,78501,6/2/2021,0:00:00,0,7,0,3,0,7,3,,
244,Sams Club Pharmacy 8242,Federal Allocation,,12000 Mccree Road,Dallas,Dallas,12000 MCCREE RD DALLAS 75238,75238,6/2/2021,0:00:00,0,87,0,27,95,182,27,,
245,Sams Club Pharmacy 4958,Federal Allocation,,1350 Leah Ave,San Marcos,Hays,1350 LEAH AVE SAN MARCOS 78666,78666,6/2/2021,0:00:00,0,164,0,80,166,330,80,,
246,Sams Club Pharmacy 6482,Federal Allocation,,5555 S Buckner Blvd,Dallas,Dallas,5555 S Buckner Blvd,75228,6/2/2021,0:00:00,0,164,0,23,99,263,23,,
247,Sams Club Pharmacy 6439,Federal Allocation,,4230 John Ben Sheppard Pkwy,Odessa,Ector,4230 John Ben Sheppard Pkwy,79762,6/2/2021,0:00:00,0,152,0,56,0,152,56,,
248,Sams Club Pharmacy 6421,Federal Allocation,,2000 Westview Blvd,Conroe,Montgomery,2000 Westview Blvd,77304,6/2/2021,0:00:00,0,54,0,25,76,130,25,,
249,Sams Club Pharmacy 6376,Federal Allocation,,4062 LYNDON B JOHNSON FWY,Dallas,Dallas,4062 LYNDON B JOHNSON FWY,75244,6/2/2021,0:00:00,0,40,0,17,59,99,17,,
250,Sams Club Pharmacy 6269,Federal Allocation,,,Harlingen,Cameron,621 N Expressway 77,78550,6/2/2021,0:00:00,0,49,0,21,0,49,21,,
251,Sams Club Pharmacy 6262,Federal Allocation,,5565 Dezavala Rd,San Antonio,Bexar,5565 Dezavala Rd,78249,6/2/2021,0:00:00,0,55,0,25,0,55,25,,
252,Sams Club Pharmacy 6502,Federal Allocation,,7001 Gateway Blvd W,El Paso,El Paso,7001 Gateway Blvd W,79925,6/2/2021,0:00:00,0,221,0,103,0,221,103,,
253,Sams Club Pharmacy 6259,Federal Allocation,,130 Sundance Pkwy Ste 300,Round Rock,Williamson,130 Sundance Pkwy Ste 300,78681,6/2/2021,0:00:00,0,63,0,26,0,63,26,,
254,Sams Club Pharmacy 6255,Federal Allocation,,8621 Ohio Dr,Plano,Collin,8621 Ohio Dr,75024,6/2/2021,0:00:00,0,64,0,26,0,64,26,,
255,Sams Club Pharmacy 6372,Federal Allocation,,6185 Retail Rd,Dallas,Dallas,6185 RETAIL RD STE 100 DALLAS 75231,75231,6/2/2021,0:00:00,0,95,0,14,225,320,14,,
256,Walmart Pharmacy 5246,Federal Allocation,,10388 US 59 HWY,WHARTON ,Wharton,10388 US 59 HWY WHARTON 77488,77488,6/2/2021,0:00:00,0,131,0,34,60,191,34,,
257,COSTCO PHARMACY 1049,Federal Allocation,,1225 State Hwy 276,Rockwall,Rockwall,1225 State Hwy 276,75032,7/26/2021,18:07:01,0,238,0,0,0,238,0,,
258,Sams Club Pharmacy 7676,Federal Allocation,,8952 Westgate Parkway West,Amarillo,Potter,8952 Westgate Parkway West,79124,6/2/2021,0:00:00,0,78,0,23,0,78,23,,
259,Sams Club Pharmacy 8190,Federal Allocation,,6614 Gulf Freeway,La Marque,Galveston,6614 Gulf Freeway,77568,6/2/2021,0:00:00,0,83,0,41,109,192,41,,
260,Sams Club Pharmacy 8226,Federal Allocation,,5550 S Clack St,Abilene,Taylor,5550 S Clack St,79606,6/2/2021,0:00:00,0,42,0,18,0,42,18,,
261,Sams Club Pharmacy 8248,Federal Allocation,,9461 Webb Chapel Rd,Dallas,Dallas,9461 Webb Chapel Rd,75220,6/2/2021,0:00:00,0,82,0,28,0,82,28,,
262,Sams Club Pharmacy 8250,Federal Allocation,,1400 E Jackson Ave,Mcallan,Hidalgo,1400 E Jackson Ave,78503,6/2/2021,0:00:00,0,81,0,29,0,81,29,,
263,Sams Club Pharmacy 8269,Federal Allocation,,2325 West Interstate 20,Grand Prairie,Dallas,2325 West Interstate 20,75052,6/2/2021,0:00:00,0,117,0,57,0,117,57,,
264,Sams Club Pharmacy 6453,Federal Allocation,,9700 N Capital Of Tx Hwy,Austin,Travis,9700 N CAPITAL OF TEXAS HWY Austin 78759,78759,6/2/2021,0:00:00,0,91,0,31,111,202,31,,
265,Walmart Pharmacy 2105,Federal Allocation,,4122 Lbj Frwy,Dallas,Dallas,4122 LYNDON B JOHNSON FWY DALLAS 75244,75244,6/2/2021,0:00:00,0,33,0,6,96,129,6,,
266,Walmart Pharmacy 4130,Federal Allocation,,5754 Kyle Pkwy,Kyle,Hays,5754 KYLE PKWY KYLE 78640,78640,6/2/2021,0:00:00,0,115,0,16,109,224,16,,
267,Sam's Club Pharmacy 8284,Federal Allocation,,2025 S Southwest Loop 323,Tyler,Smith,2025 S Southwest Loop 323,75701,6/2/2021,0:00:00,0,125,0,68,153,278,68,,
268,Sams Club Pharmacy 8288,Federal Allocation,,1500 Tradewinds Blvd,Midland,Midland,1500 Tradewinds Blvd,79706,6/2/2021,0:00:00,0,92,0,28,0,92,28,,
269,Sam's Pharmacy 4850,Federal Allocation,,,Mcallen,Hidalgo,7601 N 10th St,78504,6/2/2021,0:00:00,0,76,0,34,0,76,34,,
270,Walmart Pharmacy 4163,Federal Allocation,,2801 E Whitestone Blvd,Cedar Park,Williamson,2801 E WHITESTONE BLVD CEDAR PARK 78613,78613,6/2/2021,0:00:00,0,68,0,14,8,76,14,,
271,Walmart Pharmacy 5147,Federal Allocation,,1521 N Cockrell Hill Rd,Dallas,Dallas,1521 N COCKRELL HILL RD DALLAS 75211,75211,6/2/2021,0:00:00,0,14,0,2,4,18,2,,
272,Walmart Pharmacy 3274,Federal Allocation,,9101 N Tarrant Pkwy,North Richland Hills,Tarrant,9101 N TARRANT PKWY NORTH RICHLAND HILLS 76182,76182,6/2/2021,0:00:00,0,63,0,16,26,89,16,,
273,Walmart Pharmacy 500,Federal Allocation,,,El Paso,El Paso,4530 Woodrow Bean ,79924,6/2/2021,0:00:00,0,204,0,66,0,204,66,(479) 273-4000,
274,Walmart Pharmacy 6300,Federal Allocation,,500 Richland Boulevard,Prosper,Collin,500 Richland Blvd Prosper 75078,75078,6/2/2021,0:00:00,0,56,0,16,9,65,16,,
275,Walmart Pharmacy 7229,Federal Allocation,,1110 Sunland Park Dr,El Paso,El Paso,1110 SUNLAND PARK DR EL PASO 79922,79922,6/2/2021,0:00:00,0,127,0,65,17,144,65,,
276,Spence's Medical Center Pharmacy,Federal Allocation,,,Angleton ,Brazoria,2301 E MULBERRY ST ,77515,6/2/2021,0:00:00,0,0,0,0,415,415,0,(979) 849-9391,
277,Walmart Pharmacy 5290,Federal Allocation,,1515 S Ellison Dr,San Antonio,Bexar,1515 S Ellison Dr,78245,6/2/2021,0:00:00,0,39,0,11,105,144,11,,
278,CVS PHARMACY 2876,Federal Allocation,,201 S. Preston Rd.,Prosper,Collin,201 S Preston Rd Prosper 75078,75078,6/2/2021,0:00:00,0,0,0,0,279,279,0,,
279,CVS PHARMACY 6704,Federal Allocation,,117 Oyster Creek Dr,Lake Jackson,Brazoria,117 Oyster Creek Dr Lake Jackson 77566,77566,6/2/2021,0:00:00,0,0,0,0,279,279,0,,
280,CVS Pharmacy 11152,Federal Allocation,,1909 West Broadway,Clarksville,Red River,1909 W BROADWAY ST CLARKSVILLE 75426,75426,6/2/2021,0:00:00,0,0,0,0,439,439,0,,
281,CVS Pharmacy 17270 ,Federal Allocation,,6064 Marsha Sharp Freeway,Lubbock,Lubbock,6064 MARSHA SHARP FWY LUBBOCK 79407,79407,6/2/2021,0:00:00,0,0,0,0,241,241,0,,
282,Walmart Pharmacy 755,Federal Allocation,,,Amarillo,Randall,4610 S Coulter St,79119,6/2/2021,0:00:00,0,415,0,145,0,415,145,,
