,Clinic Name,Clinic Address,Clinic Suite,Clinic Address Additional,Clinic City,Clinic State,Clinic Zip Code,County Name,Number of Doses Allocated,Most Recent Order Date,Georeferenced Latitude & Longitude,Total Pfizer Ordered,Total Moderna Ordered,Total Janssen Ordered
188,Walmart Store #2230,373 BENNER PIKE,,,STATE COLLEGE,Pennsylvania,16801,Centre,,,POINT (-77.804128 40.831621),,,
189,RITE AID STORE #10926,1222 BROWNSVILLE RD,,,PITTSBURGH,Pennsylvania,15210,Allegheny,,,POINT (-79.989946 40.403366),,,
190,Giant Eagle Pharmacy-70,4007 Washington Rd,,,Canonsburg,Pennsylvania,15317,Washington,,,POINT (-80.128156 40.270513),,,
191,RITE AID STORE #10893,1200 PITTSBURGH STREET,,,CHESWICK,Pennsylvania,15024,Allegheny,,,POINT (-79.80381 40.541063),,,
192,Yorktown Pharmacy,8110 Old York Road,B,,Elkins Park,Pennsylvania,19027,Montgomery,300,4/13/2021,POINT (-75.127344 40.077038),,,
193,Weis Pharmacy-38,1075 West King Street,,,Shippensburg,PA,17257,Cumberland,,,POINT (-77.532783 40.044177),,,
194,The Medicine Shoppe-Latrobe,709 Ligonier Street,,,Latrobe,Pennsylvania,15650,Westmoreland,,,POINT (-79.385532 40.317125),,,
195,GIANT PHARMACY-6291,698 DOWNINGTOWN PIKE,,,WEST CHESTER,PA,19380,Chester,,,POINT (-75.62212 39.961848),,,
196,RITE AID STORE #02591,670 PHILADELPHIA AVENUE,,,READING,Pennsylvania,19607,Berks,,,POINT (-75.948321 40.298114),,,
197,RITE AID STORE #00696,15 WEST CENTRE STREET,,,MAHANOY CITY,Pennsylvania,17948,Schuylkill,,,POINT (-76.14186 40.812696),,,
198,Weis Pharmacy-7,553-555 Mahoning Street,,,Milton,PA,17847,Northumberland,,,POINT (-76.84489 41.011526),,,
199,CVS/pharmacy02756,2507 West Chester Pike,,,Broomall,Pennsylvania,19008,Delaware,,,POINT (-75.357433 39.981406),,,
200,CVS/pharmacy01921,1310 York Road,,,Gettysburg,Pennsylvania,17325,Adams,,,POINT (-77.200296 39.844518),,,
201,RITE AID STORE #07861,3145 MAIN STREET,,,MORGANTOWN,Pennsylvania,19543,Berks,,,POINT (-75.890344 40.15519),,,
202,RITE AID STORE #02474,59 NORTH MAIN STREET,,,PORT ALLEGANY,Pennsylvania,16743,McKean,,,POINT (-78.283799 41.815517),,,
203,CVS/pharmacy05098,330 W. Columbus Ave.,,,Corry,Pennsylvania,16407,Erie,,,POINT (-79.654529 41.937492),,,
204,RITE AID STORE #10917,4111 WILLIAM PENN HWY.,,,MONROEVILLE,Pennsylvania,15146,Allegheny,,,POINT (-79.767835 40.438831),,,
205,Modnur Prescription Pharmacy Inc,52 Keefer Dr,,,Mercersburg,Pennsylvania,17236,Franklin,,,POINT (-77.900284 39.840112),,,
206,CVS/pharmacy02321,744 Wertzville Road,,,Enola,Pennsylvania,17025,Cumberland,,,POINT (-76.946718 40.287653),,,
207,CVS/Pharmacy 10825,2400 Butler Pike,,,Plymouth Meeting,Pennsylvania,19462,Montgomery,,,POINT (-75.272638 40.109063),,,
208,AHOLD USA-MARTINS PHARMACY-6292,200 E CHESTNUT AVE,,,ALTOONA,PA,16601,Blair,,,POINT (-78.390466 40.52717),,,
209,CVS/pharmacy02350,4290 Township Line Road,,,Schwenksville,Pennsylvania,19473,Montgomery,,,POINT (-75.401431 40.234653),,,
210,RITE AID STORE #10890,1505 7TH AVENUE,,,BEAVER FALLS,Pennsylvania,15010,Beaver,,,POINT (-80.319419 40.756352),,,
211,Weis Pharmacy-56,1056 Wayne Avenue,,,Chambersburg,PA,17201,Franklin,,,POINT (-77.651329 39.911898),,,
212,DeBalkos Standard Drug,322 S. Hancock Street,,,Mcadoo,Pennsylvania,18237,Schuylkill,,,POINT (-75.995685 40.898663),,,
213,Sams Club Store #4952,2000 VILLAGE CENTER DR,,,TARENTUM,Pennsylvania,15084,Allegheny,,,POINT (-79.802144 40.566292),,,
214,Sav-On Pharmacy #1770,503 Macdade Blvd,,,Holmes,Pennsylvania,19043,Delaware,,,,,,
215,Holy Redeemer Hospital and Med Center,1648 Huntingdon Pike,,Attn: Pharmacy Dept,Meadowbrook,Pennsylvania,19046,Montgomery,2340,4/13/2021,POINT (-75.081101 40.108944),,,
216,Walgreens Store # 9876,1262 Lititz Pike,,,Lancaster,Pennsylvania,17601,Lancaster,,,POINT (-76.306196 40.060263),,,
217,RITE AID STORE #01983,102 EASTON ROAD,,,NAZARETH,Pennsylvania,18064,Northampton,,,POINT (-75.313537 40.732505),,,
218,Sav-On Pharmacy #703,400 Simpson Dr Unit A,,,Chester Springs,Pennsylvania,19425,Chester,,,POINT (-75.688957 40.077484),,,
219,AFC Urgent Care Warrington,781 Easton Rd,,,Warrington,Pennsylvania,18976,Bucks,100,4/13/2021,POINT (-75.137276 40.233789),,,
220,Jamestown Pharmacy,121 LIberty Street,,,Jamestown,Pennsylvania,16134,Mercer,100,4/13/2021,POINT (-80.440662 41.484607),,,
221,Southern Chester County Pharmacy,1011 W. Baltimore Pk,109,,West Grove,Pennsylvania,19390,Chester,,,POINT (-75.889129 39.82265),,,
222,Spartan Pharmacy Clairton Blvd,3520 Clairton Blvd,,,Pittsburgh,Pennsylvania,15227,Allegheny,1300,4/13/2021,POINT (-79.982054 40.372903),,,
223,RITE AID STORE #04288,3773 PETERS MOUNTAIN RD.,,,HALIFAX,Pennsylvania,17032,Dauphin,,,POINT (-76.926344 40.454288),,,
224,Uniontown Hospital,500 West Berkeley Street,,,Uniontown,Pennsylvania,15401,Fayette,3510,4/13/2021,POINT (-79.737619 39.901996),,,
225,Weis Pharmacy-95,351 E. High Street,,,Carlisle,PA,17013,Cumberland,,,POINT (-77.181947 40.200868),,,
226,RITE AID STORE #11122,284 EAST LANCASTER AVENUE,,,WYNNEWOOD,Pennsylvania,19096,Montgomery,,,POINT (-75.2641 39.992357),,,
227,Hampton Pharmacy and Wellness,4678 William Flynn Highway,,,Allison Park,Pennsylvania,15101,Allegheny,,,POINT (-79.947986 40.59239),,,
228,Giant Eagle Pharmacy-25,1029 West View Park Drive,,,Pittsburgh,Pennsylvania,15229,Allegheny,,,POINT (-80.037174 40.516553),,,
229,CVS/pharmacy02158,32-54 West Lemon St.,,,Lancaster,Pennsylvania,17603,Lancaster,,,POINT (-76.30835 40.04415),,,
230,GIANT PHARMACY-6300,3175 CAPE HORN ROAD,,,RED LION,PA,17356,York,,,POINT (-76.630756 39.917342),,,
231,Giant Eagle Pharmacy-2460,105 Robertson Street,,,West Newton,Pennsylvania,15089,Westmoreland,,,POINT (-79.763928 40.218463),,,
232,RITE AID STORE #11064,791 SCRANTON CARBONDALE HWY,,,EYNON,Pennsylvania,18403,Lackawanna,,,POINT (-75.578299 41.507345),,,
233,Weis Pharmacy-43,2160 White Street,,,York,PA,17404,York,,,POINT (-76.770086 39.963143),,,
234,Walmart Store #5229,1000 EASTON RD STE 200,,,WYNCOTE,Pennsylvania,19095,Montgomery,,,POINT (-75.171447 40.082063),,,
235,Sams Club Store #6533,381 Benner Pike,,,State College,Pennsylvania,16801,Centre,,,POINT (-77.803832 40.832139),,,
236,Medmart Pharmacy,2618 Memorial Blvd Ste A,,,Connellsville,Pennsylvania,15425,Fayette,,,POINT (-79.562241 40.058113),,,
237,Walmart Store #2543,390 ROUTE 315 HWY,,,PITTSTON,Pennsylvania,18640,Luzerne,,,POINT (-75.76187 41.30863),,,
238,PROVIDENCE SQUARE HOME-POST ACUTE SRVS,831 PROVIDENCE RD,Ste. 1,,Clifton Heights,Pennsylvania,19018,Delaware,,,POINT (-75.299876 39.918651),,,
239,RITE AID STORE #11015,821 EAST BISHOP STREET,,,BELLEFONTE,Pennsylvania,16823,Centre,,,POINT (-77.76299 40.913783),,,
240,RITE AID STORE #07880,277 DEKALB PIKE,,,NORTH WALES,Pennsylvania,19454,Montgomery,,,POINT (-75.24882 40.222873),,,
241,Weis Pharmacy-142,1500 N CEDAR CREST BLVD,,,Allentown,Pennsylvania,18104,Lehigh,,,POINT (-75.533056 40.612999),,,
242,Wellspan York Hospital,1001 S .George,Pharmacy,,York,Pennsylvania,17405,York,5850,4/13/2021,POINT (-76.720535 39.946668),,,
243,Giant Eagle Pharmacy-63,Murray Ave. & Loretta St.,,,Pittsburgh,Pennsylvania,15217,Allegheny,,,POINT (-79.928869 40.42193),,,
244,CVS/pharmacy05447,200 S. Lincoln Ave.,,,Newtown,Pennsylvania,18940,Bucks,,,POINT (-74.931934 40.225376),,,
245,Allentown Health Bureau,Alliance Hall,,245 North 6th Street,Allentown,Pennsylvania,18102,Lehigh,1700,4/13/2021,,,,
246,RITE AID STORE #10950,568 CASTE VILLAGE,,,PITTSBURGH,Pennsylvania,15236,Allegheny,,,POINT (-80.005271 40.365252),,,
247,CVS/pharmacy04045,4692 Old Wm. Penn Hwy,,,Monroeville,Pennsylvania,15146,Allegheny,,,,,,
248,Mauch Chunk Pharmacy,1204 North Street,,,Jim Thorpe,Pennsylvania,18229,Carbon,200,4/13/2021,POINT (-75.726297 40.881741),,,
249,RITE AID STORE #01071,60 SOUTH WATER STREET,,,SHARON,Pennsylvania,16146,Mercer,,,POINT (-80.390338 41.40301),,,
250,Giant Eagle Pharmacy-4038,4265 Buffalo Rd,,,Erie,Pennsylvania,16510,Erie,,,POINT (-80.005812 42.144819),,,
251,Walmart Store #2263,233 SHOEMAKER RD,,,POTTSTOWN,Pennsylvania,19464,Montgomery,,,POINT (-75.664826 40.255266),,,
252,RITE AID STORE #11165,200 KIMBERTON ROAD,,,PHOENIXVILLE,Pennsylvania,19460,Chester,,,POINT (-75.535501 40.131689),,,
253,RITE AID STORE #10914,1700 PINE HOLLOW ROAD,,,Mc Kees Rocks,Pennsylvania,15136,Allegheny,,,POINT (-80.096788 40.475305),,,
254,RITE AID STORE #11068,609 LUZERNE STREET,,,SCRANTON,Pennsylvania,18504,Lackawanna,,,POINT (-75.67829 41.405338),,,
255,Hyde Drug Store,2412 Wilmington Rd,,,New Castle,Pennsylvania,16105,Lawrence,,,POINT (-80.353731 41.026174),,,
256,Adzema Pharmacy,8105 Perry Highway,,,Pittsburgh,Pennsylvania,15237,Allegheny,200,4/13/2021,POINT (-80.03868 40.554758),,,
257,RITE AID STORE #10899,3200 OREGON DRIVE,,,LOWER BURRELL,Pennsylvania,15068,Westmoreland,,,POINT (-79.701507 40.584638),,,
258,RITE AID STORE #03602,5675 YORK ROAD,,,NEW OXFORD,Pennsylvania,17350,Adams,,,POINT (-77.042363 39.867097),,,
259,VDI-Boalsburg Apothecary,3901 S Atherton St,1,,State College,Pennsylvania,16801,Centre,300,4/13/2021,POINT (-77.801278 40.781213),,,
260,RITE AID STORE #11091,5707 EASTON ROAD,,P.O. BOX 1140,Plumsteadville,Pennsylvania,18949,Bucks,,,POINT (-75.145897 40.38058),,,
261,RITE AID STORE #11089,1 ICE CREAM ALLEY,,,NEWTOWN,Pennsylvania,18940,Bucks,,,,,,
262,CVS/pharmacy01312,1111 North 9th Street,,,Stroudsburg,Pennsylvania,18360,Monroe,,,POINT (-75.218575 40.989073),,,
263,AHOLD USA-GIANT PHARMACY-6289,2104 VAN REED ROAD,,,WEST LAWN,PA,19609,Berks,,,POINT (-76.000781 40.342179),,,
264,CVS/pharmacy17448,2661 Freeport Rd,,,Pittsburgh,PA,152381441,Allegheny,,,POINT (-79.837175 40.537445),,,
265,CVS/pharmacy16602,5125 Jonestown Rd,Suite 331,,Harrisburg,PA,171122983,Dauphin,,,POINT (-76.801278 40.311318),,,
266,Centerville Clinics-Fredericktown,1070 Old National Pike Rd,,,Fredericktown,Pennsylvania,15333,Washington,300,4/13/2021,POINT (-79.985087 40.047222),,,
267,CVS/pharmacy01919,815 N. Front St.,,,Philipsburg,Pennsylvania,16866,Centre,,,POINT (-78.22911 40.902702),,,
268,Cornerstone Care-Rogersville,140 Church Street,102,PO Box 440,Rogersville,Pennsylvania,15359,Greene,200,4/13/2021,POINT (-80.18608 39.89815),,,
269,Weis Pharmacy-195,365 S. Cedar Crest Blvd,,,Allentown,PA,18103,Lehigh,,,POINT (-75.522336 40.582536),,,
270,GIANT PHARMACY-6461,801 BALTIMORE STREET,,,HANOVER,PA,17331,York,,,POINT (-76.969742 39.788077),,,
271,GIANT PHARMACY-6519,4275 COUNTY LINE RD,,,Chalfont,Pennsylvania,18914,Bucks,,,POINT (-75.226544 40.26473),,,
272,Weis Pharmacy-225,4525 Valley Rd,,,Enola,PA,17025,Cumberland,,,POINT (-76.974396 40.289971),,,
273,Centre Volunteers in Medicine,2520 Green Tech Dr.,D,,State College,Pennsylvania,16803,Centre,1170,4/13/2021,POINT (-77.918776 40.813498),,,
274,Excela Health WCIM-Greensburg,4000 hempfield plaza blvd,963,,Greensburg,Pennsylvania,15601,Westmoreland,,,POINT (-79.582096 40.30995),,,
275,CVS Pharmacy #2296,3295 PA ROUTE 100,,,Macungie,Pennsylvania,18062,Lehigh,,,POINT (-75.565954 40.519092),,,
276,PHN-Schuylkill Community Health Center,210 Sunbury Street,,,Minersville,Pennsylvania,17954,Schuylkill,100,4/13/2021,POINT (-76.261083 40.691073),,,
277,Walmart Store #1537,1270 YORK RD,,,GETTYSBURG,Pennsylvania,17325,Adams,,,POINT (-77.201265 39.844025),,,
278,VILLAGE PHARMACY AT SPRING HOUSE,1121 N. Bethlehem Pike,40,,Spring House,Pennsylvania,19477,Montgomery,200,4/13/2021,POINT (-75.22502 40.189842),,,
279,Valley Care Pharmacy,940 Jefferson Ave.,,,Scranton,Pennsylvania,18510,Lackawanna,,,POINT (-75.651505 41.415151),,,
280,Walmart Store #2480,777 OLD WILLOW AVE,,,HONESDALE,Pennsylvania,18431,Wayne,,,POINT (-75.224459 41.555169),,,
281,CVS/pharmacy01582,115 Northumberland Street,,,Danville,Pennsylvania,17821,Montour,,,POINT (-76.61872 40.964841),,,
282,CVS/Pharmacy 16500,857 Baltimore Pike,,,Springfield,Pennsylvania,19064,Delaware,,,POINT (-75.336016 39.916072),,,
283,RITE AID STORE #00263,685 NORTH MAIN STREET,,,GREENSBURG,Pennsylvania,15601,Westmoreland,,,POINT (-79.548291 40.315891),,,
284,RITE AID STORE #11034,2600 WILLOW STREET PIKE,,,WILLOW STREET,Pennsylvania,17584,Lancaster,,,POINT (-76.27983 39.984716),,,
285,Pharmerica-KOP,489 Shoemaker Rd,106,,King of Prussia,Pennsylvania,19406,Montgomery,,,POINT (-75.353077 40.082452),,,
286,Alpha Dermatology Of Pennsylvania,670 Lawn Avenue,1A,,Sellersville,Pennsylvania,18960,Bucks,200,4/13/2021,POINT (-75.323623 40.362239),,,
287,Bucks County HD Doylestown Clinic,1282 Almshouse Rd,,1st Floor,Doylestown,Pennsylvania,18901,Bucks,8190,4/13/2021,POINT (-75.130061 40.271017),,,
288,CVS/pharmacy01604,505 North Derr Drive,,,Lewisburg,Pennsylvania,17837,Union,,,POINT (-76.892808 40.967641),,,
289,CVS/pharmacy08498,272 East Butler Ave,,,Ambler,Pennsylvania,19002,Montgomery,,,POINT (-75.217393 40.157048),,,
290,Sav-On Pharmacy #3739,105 E Street Road,,,Feasterville Trevose,Pennsylvania,19053,Bucks,,,POINT (-74.998107 40.148147),,,
291,RITE AID STORE #00819,340 EAST HIGH STREET,,,POTTSTOWN,Pennsylvania,19464,Montgomery,,,POINT (-75.646124 40.245125),,,
292,RITE AID STORE #10894,1021 FIRST AVENUE,,,CONWAY,Pennsylvania,15027,Beaver,,,POINT (-80.238621 40.660074),,,
293,Wellness Family Pharmacy,3250 Chichester ave,,,Boothwyn,Pennsylvania,19061,Delaware,300,4/13/2021,POINT (-75.442314 39.836868),,,
294,Robert Packer Hospital,Guthrie Square,,,Sayre,Pennsylvania,18840,Bradford,1370,4/13/2021,,,,
295,Spartan Pharmacy,3526 BROWNSVILLE ROAD,,,Pittsburgh,Pennsylvania,15227,Allegheny,1300,4/13/2021,POINT (-79.975566 40.37412),,,
296,RITE AID STORE #10909,1710 MOUNT ROYAL BLVD.,,,GLENSHAW,Pennsylvania,15116,Allegheny,,,POINT (-79.9629 40.52582),,,
297,AHN-Allegheny Valley Hospital,1301 Carlisle Street,,,Natrona Heights,Pennsylvania,15065,Allegheny,1170,4/13/2021,POINT (-79.737106 40.617378),,,
298,Walmart Store #2597,10 KIMBERLY LN,,,CRANBERRY,Pennsylvania,16319,Venango,,,POINT (-79.718348 41.350517),,,
299,Palmer Pharmacy LLC,738 Little Deer Creek Valley Road,,,Russellton,Pennsylvania,15076,Allegheny,200,4/13/2021,POINT (-79.833802 40.617588),,,
300,Sams Club Store #6679,2251 CENTURY DR,,,WEST MIFFLIN,Pennsylvania,15122,Allegheny,,,POINT (-79.948755 40.344782),,,
301,Yorke Pharmacy,5524 new falls road,,,Levittown,Pennsylvania,19056,Bucks,200,4/13/2021,POINT (-74.871435 40.143257),,,
302,CVS/pharmacy01805,101 Reecesville Rd.,,,Coatesville,Pennsylvania,19320,Chester,,,POINT (-75.790044 40.008115),,,
303,Quik Stop Pharmacy of Barley Station Inc,3506 E Lincoln Highway,,,Thorndale,Pennsylvania,19372,Chester,100,4/13/2021,POINT (-75.752443 39.99494),,,
304,Walgreens Store # 13787,1800 CENTER ST,,,CAMP HILL,Pennsylvania,17011,Cumberland,,,POINT (-76.931906 40.25995),,,
305,CWC-Costco Pharmacy 00327,5125 Jonestown Road,221,,Harrisburg,Pennsylvania,17112,Dauphin,,,POINT (-76.801278 40.311318),,,
306,GIANT PHARMACY-6517,168 N FLOWERS MILL ROAD,,,LANGHORNE,PA,19047,Bucks,,,POINT (-74.907509 40.181649),,,
307,PHN-Clarion Community Health Center,30 Pinnacle Drive,101,,Clarion,Pennsylvania,16214,Clarion,100,4/13/2021,,,,
308,AHOLD USA-GIANT PHARMACY-6313,2174 WEST UNION BOULEVARD,,,BETHLEHEM,PA,18018,Lehigh,,,POINT (-75.418335 40.626563),,,
309,CVS/pharmacy07838,1149 Ben Franklin Hwy. West,,,Douglassville,Pennsylvania,19518,Berks,,,POINT (-75.729899 40.261134),,,
310,RITE AID STORE #01640,910 WEST BROADWAY,,,RED LION,Pennsylvania,17356,York,,,POINT (-76.621664 39.896567),,,
311,Robert T Henry Pharmacy,54 East King St,,,Shippensburg,Pennsylvania,17257,Cumberland,100,4/13/2021,POINT (-77.519141 40.051126),,,
312,RITE AID STORE #00208,15 SOUTH MAIN STREET,,,SHENANDOAH,Pennsylvania,17976,Schuylkill,,,POINT (-76.201201 40.820351),,,
313,MLHC-Paoli Hospital,255 W LANCASTER AVE,,,Paoli,Pennsylvania,19301,Chester,2000,4/13/2021,POINT (-75.499817 40.042098),,,
314,LCH La Comunidad Hispana,731 West Cypress Street,,,Kennett Square,Pennsylvania,19348,Chester,200,4/13/2021,POINT (-75.722913 39.844136),,,
315,CVS/pharmacy01687,404 N. Logan Blvd.,,,Burnham,Pennsylvania,17009,Mifflin,,,POINT (-77.570825 40.632789),,,
316,Cornerstone Care Ped Cntr of Washington,400 JEFFERSON AVE,1,,Washington,Pennsylvania,15301,Washington,200,4/13/2021,POINT (-80.25578 40.175301),,,
317,RITE AID STORE #00923,1860 BROWNSVILLE ROAD,,,TREVOSE,Pennsylvania,19053,Bucks,,,POINT (-74.973284 40.153351),,,
318,Price Chopper Pharmacy-222,245 Wilkes-Barre Twp Blvd,,,Wilkes Barre,Pennsylvania,18702,Luzerne,,,POINT (-75.861619 41.240627),,,
319,RITE AID STORE #01699,9141 RIDGE ROAD,,,GIRARD,Pennsylvania,16417,Erie,,,POINT (-80.302684 42.009526),,,
320,RITE AID STORE #11151,1395 EAST BOOT ROAD,,,WEST CHESTER,Pennsylvania,19380,Chester,,,POINT (-75.567639 39.997706),,,
321,RITE AID STORE #04840,1000 NORTH CHURCH STREET,,,HAZLETON,Pennsylvania,18201,Luzerne,,,POINT (-75.978044 40.973194),,,
322,RITE AID STORE #11007,1338 EAST GRANDVIEW BLVD.,,,ERIE,Pennsylvania,16504,Erie,,,POINT (-80.029768 42.1078),,,
323,RITE AID STORE #01887,2103 N. THIRD STREET,,,HARRISBURG,Pennsylvania,17110,Dauphin,,,POINT (-76.895955 40.279494),,,
324,Walmart Store #2340,890 E MAIN ST,,,EPHRATA,Pennsylvania,17522,Lancaster,,,POINT (-76.154265 40.164218),,,
325,Lion Pharmacy,10 West Broadway,,,Red Lion,Pennsylvania,17356,York,,,POINT (-76.606147 39.900817),,,
326,Quality Pharmacy LTC,164 Medical Center Drive,Suite F,,Chicora,Pennsylvania,16025,Butler,,,POINT (-79.749293 40.940075),,,
327,DONORA UNION PHARMACY,601 MCKEAN AVE,,,Donora,Pennsylvania,15033,Washington,100,4/13/2021,POINT (-79.856275 40.17804),,,
328,CVS/pharmacy05879,855 S. Broadway,,,Wind Gap,Pennsylvania,18091,Northampton,,,POINT (-75.296486 40.838512),,,
329,GIANT PHARMACY-6512,310 S HENDERSON ROAD,,,KING OF PRUSSIA,PA,19406,Montgomery,,,POINT (-75.360141 40.090855),,,
330,Giant Eagle Pharmacy-32,4810 OLD WILLIAM PENN HWY,,,Export,Pennsylvania,15632,Westmoreland,,,POINT (-79.662289 40.423604),,,
331,Walmart Store #2287,2501 W STATE ST,,,NEW CASTLE,Pennsylvania,16101,Lawrence,,,POINT (-80.393517 41.01173),,,
332,Giant Eagle Pharmacy-73,9901 Mountain View Dr,,,West Mifflin,Pennsylvania,15122,Allegheny,,,POINT (-79.954088 40.340206),,,
333,St Clair Hospital,St. Clair Hospital,Pharmacy,1000 Bower Hill Rd,Pittsburgh,Pennsylvania,15243,Allegheny,1170,4/13/2021,,,,
334,Giant Eagle Pharmacy-494,800  McKeesport Road,,,Elizabeth,Pennsylvania,15037,Allegheny,,,POINT (-79.87709 40.277332),,,
335,CVS/pharmacy04772,3425 Schuylkill Road,,,Spring City,Pennsylvania,19475,Chester,,,POINT (-75.566791 40.181876),,,
336,RITE AID STORE #10958,1396 WEST CHESTNUT ST.,,,WASHINGTON,Pennsylvania,15301,Washington,,,POINT (-80.273725 40.164758),,,
337,RITE AID STORE #11017,3200 MARKET  STREET,,,CAMP HILL,Pennsylvania,17011,Cumberland,,,POINT (-76.935147 40.239764),,,
338,Weis Pharmacy-72,500 Pottsville Park Plaza,,,Pottsville,PA,17901,Schuylkill,,,POINT (-76.184329 40.698473),,,
339,Fishers Pharmacy,654 East Pitt St,,PO box 346,Bedford,Pennsylvania,15522,Bedford,1000,4/13/2021,POINT (-78.491298 40.018476),,,
340,Walmart Store #1769,20 INDUSTRIAL DR,,,DU BOIS,Pennsylvania,15801,Clearfield,,,POINT (-78.736419 41.127108),,,
341,AHN-Saint Vincent Hospital,PHARMACY DEPARTMENT,,232 WEST 25TH STREET,Erie,Pennsylvania,16544,Erie,2340,4/13/2021,,,,
342,Evangelical Community Hospital,1 Hospital Drive,,,Lewisburg,Pennsylvania,17837,Union,1170,4/13/2021,POINT (-76.91638 41.010004),,,
343,RITE AID STORE #11018,429 SOUTH HANOVER STREET,,,CARLISLE,Pennsylvania,17013,Cumberland,,,POINT (-77.190062 40.195233),,,
344,North Penn Comprehensive Health Services,7 Water St,,,Wellsboro,Pennsylvania,16901,Tioga,300,4/13/2021,POINT (-77.301143 41.749471),,,
345,RITE AID STORE #10935,331 PENN AVENUE,,,WILKINSBURG,Pennsylvania,15221,Allegheny,,,POINT (-79.8899 40.445397),,,
346,RITE AID STORE #00501,201 NORTH WASHINGTON AVENUE,,,SCRANTON,Pennsylvania,18503,Lackawanna,,,POINT (-75.663567 41.40807),,,
347,RITE AID STORE #00223,452 SOUTH LEHIGH AVENUE,,,FRACKVILLE,Pennsylvania,17931,Schuylkill,,,POINT (-76.228145 40.778917),,,
348,VDI-Village Pharmacy Bessemer,1624 E Poland Rd,,,Bessemer,Pennsylvania,16112,Lawrence,,,POINT (-80.469431 40.975793),,,
349,Walmart Store #5379,1450 MORRELL AVE,,,CONNELLSVILLE,Pennsylvania,15425,Fayette,,,POINT (-79.603842 40.002669),,,
350,Brundages Waymart Pharmacy,238 Belmont Street,,,Waymart,Pennsylvania,18472,Wayne,,,POINT (-75.408272 41.582354),,,
351,RITE AID STORE #11112,3120 CHICHESTER AVENUE,,,BOOTHWYN,Pennsylvania,19061,Delaware,,,POINT (-75.441834 39.834493),,,
352,RITE AID STORE #01429,211 EAST MAIN STREET,,,EVERETT,Pennsylvania,15537,Bedford,,,POINT (-78.369883 40.011901),,,
353,RITE AID STORE #11116,3599 WEST CHESTER PIKE,,,NEWTOWN SQUARE,Pennsylvania,19073,Delaware,,,POINT (-75.398606 39.986648),,,
354,CVS/pharmacy00813,1034 Second Street Pike,,,Richboro,Pennsylvania,18954,Bucks,,,POINT (-75.01048 40.216542),,,
355,Giant Eagle Pharmacy-81,5142 State Route 30,,,Greensburg,Pennsylvania,15601,Westmoreland,,,POINT (-79.497807 40.302329),,,
356,ShopRite #414,921 Drinker Turnpike,24,,Covington Twp,Pennsylvania,18444,Lackawanna,,,,,,
357,VDI-Pine Grove Pharmacy,10 East Pottsville Str,,,Pine Grove,Pennsylvania,17963,Schuylkill,100,4/13/2021,POINT (-76.38501 40.552571),,,
358,Giant Eagle Pharmacy-2402,4192 Glades Pike,,,Somerset,Pennsylvania,15501,Somerset,,,POINT (-79.108128 40.010249),,,
359,Weis Pharmacy-184,61 King's Plaza,,,Oley,PA,19547,Berks,,,POINT (-75.79343 40.38748),,,
360,RITE AID STORE #07924,2270 NOBLESTOWN ROAD,,,PITTSBURGH,Pennsylvania,15205,Allegheny,,,POINT (-80.053624 40.428118),,,
361,CVS/pharmacy04091,7406 Church Street,,,Swissvale,Pennsylvania,15218,Allegheny,,,POINT (-79.889289 40.422345),,,
362,Walgreens Store # 11323,600 GAP NEWPORT PIKE,,,AVONDALE,Pennsylvania,19311,Chester,,,POINT (-75.793777 39.834461),,,
363,Sams Club Store #6547,611 LYCOMING MALL CIR,,,MUNCY,Pennsylvania,17756,Lycoming,,,POINT (-76.823276 41.239763),,,
364,AHOLD USA-GIANT PHARMACY-6541,176 West Street Road,,,Feasterville Trevose,PA,19053,Bucks,,,POINT (-75.00797 40.153902),,,
365,Community Health Clinic-Greensburg,218 South Maple Avenue,102,,Greensburg,Pennsylvania,15601,Westmoreland,100,4/13/2021,POINT (-79.542686 40.300958),,,
366,CVS/pharmacy01577,1000 North Market Street,,,Selinsgrove,Pennsylvania,17870,Snyder,,,POINT (-76.856252 40.811142),,,
367,Reading Opportunity Center for Children,Reading HS,Health Rm,801 N 13th Street,Reading,Pennsylvania,19604,Berks,400,4/13/2021,,,,
